发展,21302
中国,15793
北京,9484
工作,9140
建设,8795
经济,8491
合作,7111
2008,7005
人民日报,6126
国家,6033
记者,5839
问题,5805
国际,5472
人民,5447
科学,5410
奥运会,5260
加强,5193
社会,4861
重要,4822
日电,4721
活动,4362
世界,4327
企业,4199
促进,4078
农村,4034
推动,3907
一个,3795
表示,3785
群众,3719
学习,3706
胡锦涛,3597
坚持,3540
主席,3515
推进,3424
我国,3415
关系,3392
改革,3355
实现,3309
全国,3303
进一步,3275
实践,3247
进行,3168
中央,3163
组织,3154
本报,3139
会议,3117
地区,3051
提高,3048
精神,3047
全面,3044
社会主义,3018
10,2982
文化,2976
不断,2954
奥运,2930
新华社,2925
积极,2789
发展观,2783
要求,2782
取得,2728
稳定,2720
领域,2706
共同,2692
服务,2644
深入,2593
改革开放,2530
继续,2526
创新,2526
12,2521
支持,2520
方面,2505
政府,2482
政策,2425
会见,2415
增长,2410
开展,2362
情况,2357
成为,2331
双方,2331
领导,2324
国务院,2293
生产,2282
代表,2275
美国,2275
强调,2252
11,2200
抗震救灾,2183
努力,2183
举行,2178
农民,2142
解决,2126
总理,2117
农业,2117
重大,2116
提供,2064
特色,2064
安全,2061
出席,2008
投资,2007
30,1999
实施,1991
生活,1989
希望,1984
部门,1978
政治,1970
建立,1958
教育,1940
地震,1932
制度,1926
总统,1917
历史,1913
灾区,1905
重点,1900
指出,1896
温家宝,1891
市场,1876
今年,1855
保障,1851
项目,1849
当前,1839
机制,1836
作用,1835
交流,1835
亿元,1833
提出,1830
事业,1827
03,1827
04,1823
残疾人,1812
中方,1805
参加,1778
加快,1765
基础,1754
主要,1736
更加,1734
干部,1727
保持,1721
02,1713
任务,1704
能力,1703
重建,1694
残奥会,1685
和平,1683
目前,1681
维护,1677
战略,1677
城市,1651
工程,1650
经济社会,1638
管理,1634
领导人,1617
影响,1600
应对,1587
水平,1578
特别,1576
措施,1569
必须,1533
没有,1529
增强,1526
发挥,1525
举办,1513
作出,1503
01,1494
和谐,1491
基本,1481
恢复,1478
民族,1474
目标,1465
落实,1461
形成,1460
协调,1452
科技,1450
确保,1450
环境,1448
完善,1428
同志,1413
金融危机,1408
技术,1400
扩大,1396
中心,1385
各国,1374
成功,1371
增加,1349
两国,1335
持续,1324
需要,1321
贯彻落实,1317
召开,1310
深化,1298
研究,1290
已经,1286
改善,1286
发生,1270
方式,1269
思想,1268
07,1251
08,1244
资金,1233
决定,1231
这是,1230
做好,1230
具有,1224
单位,1224
加大,1210
困难,1205
贡献,1202
成果,1190
得到,1186
广大,1183
书记,1180
上海,1176
认为,1159
今天,1157
形势,1154
地方,1152
09,1150
全球,1140
代表团,1131
正在,1126
产业,1110
运动员,1109
各级,1107
时间,1104
突出,1104
20,1103
完成,1092
了解,1090
计划,1088
文明,1083
委员,1081
道路,1080
参与,1080
总书记,1072
规划,1071
切实,1070
能源,1070
体系,1068
金融,1061
帮助,1059
良好,1059
最大,1054
党中央,1052
各项,1052
人员,1047
采取,1045
就业,1042
部长,1039
粮食,1035
成立,1034
责任,1032
国内,1031
挑战,1027
四川,1026
指导,1024
公司,1024
产品,1018
始终,1014
资源,1012
委员会,1007
友好,1006
